2r7g 3pom |  1.47  1.62  1.62  3.33 |  2.34  2.85  3.53  4.97 |  2.94  3.70  4.03  5.09 |  1.47  1.62  1.62  3.33 |  3.59  3.59  3.59  6.69 |  3.99  4.61  5.26  8.79 |  2.17  2.17  3.89  6.42 |  2.17  2.17  3.59  6.42 |  337   10  342
2v3s  -   |  2.42  2.42  3.48  8.89 |  1.83  1.83  5.01  7.24 |  1.05  1.09  1.74  2.00 |  1.05  1.09  1.74  2.00 |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |   96    6   - 
2vj0 1b9k |  2.09  2.96  4.12  3.91 |  3.83  8.00 21.40 21.43 |  3.57  5.07  6.50  7.75 |  2.09  2.96  4.12  3.91 |  3.38  6.89  9.74  9.95 |  4.07 10.06 14.05 22.20 |  4.74  6.18 10.07 10.59 |  3.38  6.18  9.74  9.95 |  246    8  237
2zjd 1v49 |  2.35  2.69  2.79  4.60 |  1.77  1.83  1.91  3.78 |  1.57  1.58  2.27  3.70 |  1.57  1.58  1.91  3.70 |  2.69  2.69  2.91  4.02 |  2.19  2.56  2.73  3.45 |  2.89  2.89  4.23  5.50 |  2.19  2.56  2.73  3.45 |  121   10  120
3bfq  -   | 10.20 11.53 14.22 13.48 |  1.24  1.41  1.83  2.58 | 11.81 18.52 21.98 23.03 |  1.24  1.41  1.83  2.58 |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  132   15   - 
3bu3 3ekk |  6.87  7.06  7.71  8.86 |  5.77  5.77 10.23 11.07 |  6.12 10.01 10.01 10.42 |  5.77  5.77  7.71  8.86 |  8.03  9.61 10.36 11.60 |  6.91  7.01  7.11  8.56 |  4.41  6.57 10.22  9.96 |  4.41  6.57  7.11  8.56 |  297   14  285
3bwa  -   |  2.42  2.75  3.17  3.94 |  2.39  2.51  2.98  3.20 |  1.83  2.70  3.19  3.65 |  1.83  2.51  2.98  3.20 |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  276    8   - 
3cvp  -   |  4.52  4.67  8.47 10.14 |  3.07  4.97  5.68  7.59 |  3.08  4.25  5.49  8.02 |  3.07  4.25  5.49  7.59 |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  -     -     -     -    |  279    6   - 
3d1e 3d1g |  4.39  6.59  8.18 18.82 |  3.44  3.44  9.96  8.93 |  2.57  2.57  9.88 12.21 |  2.57  2.57  8.18  8.93 |  2.73  2.73  7.04  9.00 |  7.61 14.02 14.54 15.30 |  3.79  6.23 11.18  6.88 |  2.73  2.73  7.04  6.88 |  366    6  366
3d9t 2qbh |  3.56  4.34  7.25 10.06 |  3.12  4.28  7.25  9.16 |  3.02  3.91 11.05 15.91 |  3.02  3.91  7.25  9.16 |  5.11  5.99  9.29 10.33 |  5.21  6.29 14.34 14.67 |  5.03  5.03  7.98 12.62 |  5.03  5.03  7.98 10.33 |   95    6  103
